LIMIT_BAL,EDUCATION,SEX_MAR,AgeBin,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,Closeness_1,Closeness_2,Closeness_3,Closeness_4,Closeness_5,Closeness_6,diff,default
180000,2,4,3,-1,-1,-1,-1,-1,-2,152122,98901,101689,102925,0,0,10000,6500,5000,0,0,0,27878,81099,78311,77075,180000,180000,434137,0
240000,2,2,2,-1,-1,-1,-1,-1,-1,51277,51999,52613,21696,22807,22877,10006,10000,10000,22807,10000,11109,188723,188001,187387,218304,217193,217123,149347,0
200000,2,4,1,-1,-1,-1,2,2,-2,4571,0,2983,2780,0,0,0,2983,0,0,0,3125,195429,200000,197017,197220,200000,200000,4226,0
200000,3,2,3,1,-2,-1,-1,-1,-1,0,0,2317,7588,7606,14053,0,2317,7588,7614,14053,0,200000,200000,197683,192412,192394,185947,-8,0
160000,2,4,2,-2,-2,-2,-1,-1,-1,0,0,0,68600,70000,0,0,0,68600,1400,0,0,160000,160000,160000,91400,90000,160000,68600,0
240000,1,4,1,1,2,-1,-1,-1,-1,7029,3932,2105,2487,777,5300,0,1057,1000,0,5300,1800,232971,236068,237895,237513,239223,234700,12473,0
80000,2,2,1,-1,-1,-1,-1,-1,-1,76358,77433,74050,73361,56966,59130,3000,3000,2700,2000,5000,2200,3642,2567,5950,6639,23034,20870,399398,0
180000,2,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180000,180000,180000,180000,180000,180000,0,1
80000,2,4,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,80000,80000,80000,80000,80000,80000,0,0
70000,2,4,1,-1,-1,-1,-1,-1,-1,70805,70087,62750,53600,45215,46486,2600,2231,1800,1700,2000,2000,-805,-87,7250,16400,24785,23514,336612,0
160000,2,2,2,-1,-1,-1,-1,-1,-1,73902,119408,134243,12670,6349,10775,50000,20000,30037,6349,11000,4000,86098,40592,25757,147330,153651,149225,235961,0
200000,1,4,2,-1,-1,-1,-1,-1,-1,148646,132606,136183,127438,124816,92037,5000,8500,3500,3000,25000,70000,51354,67394,63817,72562,75184,107963,646726,0
20000,1,4,2,-2,-2,-2,-2,-2,-2,1789,16745,1464,1466,1691,4565,16745,1464,1466,1691,4565,4570,18211,3255,18536,18534,18309,15435,-2781,0
300000,2,2,2,-1,-1,-1,-1,-1,-1,155493,179071,42404,71493,13547,27710,50706,30028,60300,27054,25003,10,144507,120929,257596,228507,286453,272290,296617,0
150000,1,2,3,-1,-1,-1,2,2,2,107968,109234,37424,36446,39193,38297,5023,6086,0,5200,0,2769,42032,40766,112576,113554,110807,111703,349484,0
30000,1,4,3,1,2,-1,-1,-1,-1,5830,1330,909,390,29570,940,0,909,390,29570,940,3482,24170,28670,29091,29610,430,29060,3678,0
360000,2,4,2,-1,-1,-1,-1,-1,-1,333,333,5043,333,0,333,333,5043,333,0,333,210,359667,359667,354957,359667,360000,359667,123,1
280000,1,2,2,-1,-1,-1,-1,-1,-1,97694,89690,86812,87813,88267,89676,4014,4300,4153,2900,2500,2600,182306,190310,193188,192187,191733,190324,519485,0
30000,3,4,1,1,2,-1,-1,-1,-1,30335,29546,29826,29997,29789,29967,0,2000,1500,1000,2000,0,-335,454,174,3,211,33,172960,0
50000,1,4,1,-1,-1,-1,-1,-1,-1,48712,49587,21604,14772,9238,9588,2269,1286,1200,332,500,1000,1288,413,28396,35228,40762,40412,146914,0
160000,4,2,1,-1,-1,-1,-1,-1,-1,819,162,165,165,165,165,162,168,165,165,165,165,159181,159838,159835,159835,159835,159835,651,0
80000,1,4,1,-1,-1,-1,2,2,-1,36736,38079,40805,35740,32684,32605,1955,3681,1300,0,1500,1200,43264,41921,39195,44260,47316,47395,207013,0
100000,1,4,1,-1,-1,-1,-1,-1,2,92929,95471,98569,48695,54444,4948,5000,5000,1251,6000,0,1500,7071,4529,1431,51305,45556,95052,376305,0
60000,2,2,3,-1,-1,-1,-1,-1,-1,54532,54203,58199,59152,76006,19604,1970,6000,3000,1000,1000,1000,5468,5797,1801,848,-16006,40396,307726,0
420000,1,4,1,-1,-1,-1,-1,-1,-1,198604,202935,207548,211990,216362,220728,7518,7763,7768,7768,7877,7934,221396,217065,212452,208010,203638,199272,1211539,0
140000,2,4,1,-2,-2,-2,-2,-2,-2,0,0,0,0,0,1079,0,0,0,0,1079,88654,140000,140000,140000,140000,140000,138921,-88654,0
270000,1,4,2,2,2,2,-1,-1,-1,9220,14050,13539,15005,16438,17021,5000,0,2000,2000,1000,1000,260780,255950,256461,254995,253562,252979,74273,1
160000,1,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1404,160000,160000,160000,160000,160000,160000,-1404,1
230000,1,4,2,-1,-1,-1,-1,-1,-1,2850,1940,8508,-853,13909,29160,1940,8508,0,19000,19160,0,227150,228060,221492,230853,216091,200840,6906,0
100000,1,6,3,-1,-1,-1,-1,-1,-1,43175,42669,42238,41646,40976,40503,1680,1722,1603,1406,1598,1502,56825,57331,57762,58354,59024,59497,241696,0
260000,1,4,2,-2,-2,-2,-2,-2,-2,0,132,1109,1181,-18,3791,132,1119,1186,18,3809,1917,260000,259868,258891,258819,260018,256209,-1986,0
200000,1,4,2,-1,-1,-1,-1,-1,-1,191876,121296,121473,123943,127552,130380,4305,4408,4489,5660,6000,0,8124,78704,78527,76057,72448,69620,791658,0
380000,2,2,3,-1,-1,-1,-1,-1,-1,268755,270405,258979,261213,264550,163860,11035,10009,11003,10500,7500,7505,111245,109595,121021,118787,115450,216140,1430210,0
130000,2,2,2,-1,-1,-1,-1,-1,-2,41573,0,13853,14277,0,0,0,13853,1000,0,0,0,88427,130000,116147,115723,130000,130000,54850,0
70000,2,4,2,1,2,2,2,2,2,67967,66276,71307,71977,70306,71161,0,6124,2500,0,5300,2600,2033,3724,-1307,-1977,-306,-1161,402470,0
270000,2,2,2,-1,-1,-1,-1,-1,-1,10148,625,14430,7320,5500,500,625,14430,7325,5500,500,6921,259852,269375,255570,262680,264500,269500,3222,0
30000,2,2,3,-1,-1,-1,-1,-1,-1,27922,25214,26755,23235,25008,26761,2000,2000,2000,2000,2000,822,2078,4786,3245,6765,4992,3239,144073,1
290000,1,2,2,-1,-1,-1,-1,-1,-1,20565,8741,24250,97542,16950,0,8741,24257,97542,16950,0,21830,269435,281259,265750,192458,273050,290000,-1272,0
50000,2,4,3,-1,-1,2,-1,-1,-1,46319,49518,48188,49966,19294,18971,4000,1000,3800,820,900,695,3681,482,1812,34,30706,31029,221041,0
30000,2,2,3,1,2,2,-1,-1,-1,31230,31348,28034,26251,24133,22527,2007,8,2007,1005,782,2009,-1230,-1348,1966,3749,5867,7473,155705,1
210000,3,2,2,-1,-1,-1,-1,-1,-1,2569,3920,2529,3087,2811,3204,3920,2529,3087,2811,3204,4173,207431,206080,207471,206913,207189,206796,-1604,0
220000,3,4,3,-1,-1,-1,-1,-1,-1,223022,215787,220680,219459,177765,175238,7750,8397,7349,6518,7000,7000,-3022,4213,-680,541,42235,44762,1187937,0
340000,2,2,2,-1,-1,-1,-1,-1,-1,61605,64250,66293,57657,53035,54693,3500,3049,2706,1870,3000,4000,278395,275750,273707,282343,286965,285307,339408,0
500000,1,2,3,-2,-2,-2,-2,-2,-2,4513,4342,3321,6760,5788,12633,4375,3337,6789,5816,12696,4348,495487,495658,496679,493240,494212,487367,-4,0
30000,2,2,2,1,2,-1,-1,2,-1,20494,19867,21045,24681,23985,25099,0,1500,4000,0,1500,6000,9506,10133,8955,5319,6015,4901,122171,0
180000,2,2,2,2,2,2,2,2,-1,13286,15548,15009,17752,17172,18732,2800,0,3000,0,2000,5000,166714,164452,164991,162248,162828,161268,84699,1
60000,2,4,1,-1,-1,-1,-1,-1,-1,53910,55028,56449,56273,28316,30763,2600,2900,2034,2000,3000,1000,6090,4972,3551,3727,31684,29237,267205,0
100000,1,4,2,-1,-1,-1,-1,-1,-1,41531,6120,104346,91025,91120,1777,6157,100000,2017,1822,1777,7748,58469,93880,-4346,8975,8880,98223,216398,0
270000,2,2,2,-1,-1,2,-1,-1,-1,7780,7365,3097,48546,47250,46649,2228,0,48546,2000,3000,3000,262220,262635,266903,221454,222750,223351,101913,1
200000,2,2,3,-2,-2,-2,-2,-2,-2,8800,0,5738,0,2244,66000,0,5738,1626,2244,66000,30000,191200,200000,194262,200000,197756,134000,-22826,0
240000,2,2,2,-1,-1,-1,-1,-1,-1,234304,229519,229676,234928,160765,158184,7888,8522,9260,5700,5475,5520,5696,10481,10324,5072,79235,81816,1205011,0
110000,2,2,3,-1,-1,-1,-1,-1,-1,107035,110156,8871,66482,59578,57961,4000,2500,58000,2000,3000,3500,2965,-156,101129,43518,50422,52039,337083,0
360000,1,4,2,-1,-1,-1,-1,-1,-1,167232,166848,149903,138091,138123,140324,6121,7294,6135,4504,4669,4060,192768,193152,210097,221909,221877,219676,867738,0
50000,3,4,2,-1,-1,-1,-1,-1,-1,54731,51080,45536,38745,37395,19247,1730,52014,1200,19959,1402,811,-4731,-1080,4464,11255,12605,30753,169618,0
60000,2,2,2,-1,-1,-1,-1,-1,-1,50615,50200,19567,29035,27762,27740,1619,1429,31426,969,998,1545,9385,9800,40433,30965,32238,32260,166933,0
50000,2,2,2,-1,-1,-1,2,-1,-1,5764,6786,9095,8803,8975,9008,1278,2587,0,467,326,329,44236,43214,40905,41197,41025,40992,43444,0
120000,1,4,1,-1,-1,-1,-1,-1,-1,3564,2063,768,3096,2677,2592,2063,768,3146,2677,0,0,116436,117937,119232,116904,117323,117408,6106,0
140000,2,2,3,-1,-1,-1,-1,-1,-1,121096,123064,126749,127244,129495,126663,4407,6100,4518,4694,4745,4876,18904,16936,13251,12756,10505,13337,724971,0
100000,2,2,3,1,2,2,-1,-1,-1,97515,99028,96592,99801,27930,27377,4000,0,5000,2000,1116,1500,2485,972,3408,199,72070,72623,434627,0
280000,3,2,3,2,2,-1,-1,-1,-1,506515,491801,62236,54813,38669,18010,0,1803,1475,1105,534,318,-226515,-211801,217764,225187,241331,261990,1166809,1
180000,1,2,1,-1,-1,-1,-1,-1,-1,176793,173034,171772,172344,134321,131191,8000,8206,6500,5000,5000,5000,3207,6966,8228,7656,45679,48809,921749,0
180000,1,4,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180000,180000,180000,180000,180000,180000,0,0
150000,2,2,2,2,2,2,2,-1,-1,100390,108784,110405,106317,30906,31457,11600,4800,0,1240,1200,1200,49610,41216,39595,43683,119094,118543,468219,0
180000,1,4,3,2,2,2,2,2,2,130304,140191,142477,141674,146312,149133,13600,6000,3000,8500,5300,300,49696,39809,37523,38326,33688,30867,813391,1
180000,1,4,2,-1,-1,-1,-1,-1,-1,19369,7123,4569,29635,6489,0,7123,4569,36124,0,0,0,160631,172877,175431,150365,173511,180000,19369,0
30000,2,2,3,-1,-1,-1,-1,-1,-1,25735,27001,28261,29337,26189,21715,2000,2000,2000,500,1000,500,4265,2999,1739,663,3811,8285,150238,0
380000,2,2,3,-1,-1,-1,-1,-1,-1,64001,60427,58603,58359,59527,58482,5000,7000,7359,10000,7000,10000,315999,319573,321397,321641,320473,321518,313040,0
130000,3,4,2,-1,-1,-1,-1,-1,-1,1738,1738,1738,1738,1738,1738,1738,1738,1738,1738,1738,1938,128262,128262,128262,128262,128262,128262,-200,0
170000,1,4,1,-1,-1,-1,-1,-1,-1,1311,3008,4244,1718,0,1125,3008,4244,1718,0,1125,0,168689,166992,165756,168282,170000,168875,1311,0
220000,1,2,3,-1,-1,-1,2,-1,-1,941,911,9743,7480,22880,880,920,9752,0,22880,0,7270,219059,219089,210257,212520,197120,219120,2013,1
150000,1,2,3,1,-2,-2,-1,-1,-1,0,0,0,12200,16961,3000,0,0,12200,16961,3000,493,150000,150000,150000,137800,133039,147000,-493,0
180000,4,4,2,1,-1,-1,-2,-2,-2,0,149,0,0,0,0,149,0,0,0,0,0,180000,179851,180000,180000,180000,180000,0,0
180000,1,4,3,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,180000,180000,180000,180000,180000,180000,0,1
360000,1,4,1,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,360000,360000,360000,360000,360000,360000,0,0
150000,1,2,2,-1,-1,-1,-1,-1,-1,107799,16332,13837,15855,9049,3244,16363,10149,10000,7000,0,0,42201,133668,136163,134145,140951,146756,122604,0
170000,4,2,2,-1,-1,-1,-1,-1,-1,1803,217,10121,12180,15667,9224,218,10121,12180,5011,0,265,168197,169783,159879,157820,154333,160776,21417,0
50000,1,4,3,-1,-1,-1,-1,-1,-1,10012,11039,12549,16995,17490,18253,1500,2000,5000,778,1200,752,39988,38961,37451,33005,32510,31747,75108,0
300000,1,4,2,-1,-1,-1,-1,-1,2,87540,89792,91558,93741,99802,97711,5000,4500,5000,8000,0,4000,212460,210208,208442,206259,200198,202289,533644,0
450000,1,4,3,-2,-2,-2,-2,-2,-2,799,0,0,0,0,0,0,0,0,0,0,0,449201,450000,450000,450000,450000,450000,799,0
210000,2,2,1,-1,-1,-1,-1,-1,-1,145499,107712,-564,4270,143607,144505,4751,0,6000,143754,5000,5314,64501,102288,210564,205730,66393,65495,380210,0
80000,2,2,2,2,2,-2,-2,-1,-1,15304,0,0,0,1005,5,0,0,0,1005,0,0,64696,80000,80000,80000,78995,79995,15309,0
240000,2,2,2,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,240000,240000,240000,240000,240000,240000,0,0
110000,2,4,2,-1,-1,-1,-1,-1,-1,68014,68788,70880,72403,73600,75261,2500,3200,3300,3000,3000,2746,41986,41212,39120,37597,36400,34739,411200,0
400000,3,2,3,-1,-1,-1,-1,-1,-2,27035,28119,31166,35238,1408,4869,28204,33716,37400,1408,4869,5539,372965,371881,368834,364762,398592,395131,16699,0
90000,2,2,3,1,-2,-2,-1,-1,-1,0,0,0,2146,2452,6990,0,0,2146,2452,6990,3550,90000,90000,90000,87854,87548,83010,-3550,1
210000,1,4,1,-1,-1,-1,-1,-1,-1,199251,205143,192260,168511,144980,153706,9025,8507,5740,5128,11000,0,10749,4857,17740,41489,65020,56294,1024451,0
260000,1,4,2,-1,-1,-1,-1,-1,-1,69343,70585,71430,73837,73271,74266,4000,4000,4007,13990,2056,2623,190657,189415,188570,186163,186729,185734,402056,0
170000,1,4,1,-1,-1,-1,-1,-1,-1,89909,61785,17848,14000,124208,122955,8941,3848,4000,124208,5000,5000,80091,108215,152152,156000,45792,47045,279708,0
210000,2,4,2,1,-2,-1,-1,2,-1,0,0,474,17171,16625,17030,0,474,17171,0,800,5000,210000,210000,209526,192829,193375,192970,27855,0
200000,1,2,2,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,200000,200000,200000,200000,200000,200000,0,0
560000,1,2,3,-1,-1,-1,-1,-1,-1,34669,150228,151425,143343,127225,130479,150000,60052,10268,27225,15000,20000,525331,409772,408575,416657,432775,429521,454824,0
540000,1,4,2,-1,-1,-1,-1,-1,-1,1128,1784,892,946,946,946,1784,892,1000,946,946,946,538872,538216,539108,539054,539054,539054,128,0
100000,2,2,1,-1,-1,-2,-2,-2,-2,500,0,0,0,0,0,0,0,0,0,0,0,99500,100000,100000,100000,100000,100000,500,0
80000,2,2,1,-1,-1,-1,-1,-2,-2,77758,80468,82150,0,0,0,4000,4000,0,0,0,0,2242,-468,-2150,80000,80000,80000,232376,1
30000,2,2,2,2,2,2,2,2,-1,23785,20946,23785,24422,23688,19626,0,3500,1319,0,800,1610,6215,9054,6215,5578,6312,10374,129023,1
80000,2,2,1,-1,-1,-1,-1,-1,-1,77856,76079,78410,55417,50733,50441,3670,4520,3311,50441,1800,2100,2144,3921,1590,24583,29267,29559,323094,1
50000,1,4,1,2,2,-1,-1,-1,-1,19930,19316,20347,21354,21630,23123,0,1646,1653,929,2000,0,30070,30684,29653,28646,28370,26877,119472,1
120000,1,4,1,-1,-1,-1,-1,-1,-1,43629,56933,54724,32400,9207,5828,25000,45000,5151,2000,5000,9115,76371,63067,65276,87600,110793,114172,111455,0
240000,2,2,2,-1,-1,-1,-2,-2,-2,24615,27500,0,0,0,0,5000,0,0,0,0,0,215385,212500,240000,240000,240000,240000,47115,0
260000,2,2,2,-2,-2,-2,-2,-2,-2,3342,8978,4331,13860,1987,5626,9023,4353,13929,1997,5654,3964,256658,251022,255669,246140,258013,254374,-796,0
280000,2,4,2,-1,-1,-1,-1,-1,-1,71174,66228,39379,13409,40854,2930,2290,1304,1000,29485,2930,0,208826,213772,240621,266591,239146,277070,196965,0
30000,2,2,2,-1,-1,-1,-1,-1,-1,31955,30429,27286,21919,19015,2732,1800,1388,1501,1001,2732,3280,-1955,-429,2714,8081,10985,27268,121634,1
150000,3,4,2,1,-2,-1,2,2,2,1589,1335,9447,4887,11181,6692,1339,9460,0,6702,16,8242,148411,148665,140553,145113,138819,143308,9372,0
350000,2,2,2,-1,-1,-1,-1,-1,-1,21026,35588,38002,40357,43663,52735,15000,3000,3000,4000,10000,25000,328974,314412,311998,309643,306337,297265,171371,1
100000,2,4,2,-1,-1,-1,-1,-1,-2,1919,1831,163,1028,0,0,1831,163,1028,0,0,0,98081,98169,99837,98972,100000,100000,1919,0
320000,1,2,3,-1,-1,-1,-1,-1,-1,57593,534,2709,0,7779,0,534,2709,0,7779,0,417,262407,319466,317291,320000,312221,320000,57176,0
380000,2,2,3,3,3,2,-1,-1,-1,415735,400246,384705,383332,381423,377466,0,0,15135,13212,13529,15212,-35735,-20246,-4705,-3332,-1423,2534,2285819,1
40000,2,4,3,1,3,2,2,3,2,9268,8974,8885,10583,10269,9960,0,200,2000,0,0,1200,30732,31026,31115,29417,29731,30040,54539,0
100000,3,2,3,-1,-1,-1,-1,-1,-1,5719,6633,3461,4471,4560,4656,1043,1064,1074,163,169,169,94281,93367,96539,95529,95440,95344,25818,0
270000,1,4,2,-1,-1,-1,-1,-1,-1,81488,76257,70685,66539,61069,56211,3000,5000,3000,2200,2100,3879,188512,193743,199315,203461,208931,213789,393070,0
30000,3,2,3,2,-1,-1,-1,-1,-1,26627,27631,29179,30146,26371,27567,1452,2000,1500,933,2000,3000,3373,2369,821,-146,3629,2433,156636,1
50000,2,4,3,-1,-1,-1,-1,-2,-2,19869,15584,4377,0,0,0,15584,4377,0,0,0,0,30131,34416,45623,50000,50000,50000,19869,0
180000,1,4,2,-1,-1,-1,-1,-1,-1,44478,40311,43847,50763,69026,32030,8000,10000,10000,23000,5000,4000,135522,139689,136153,129237,110974,147970,220455,0
150000,1,4,2,-2,-2,-2,-2,-2,-2,5596,2569,0,0,0,302,2573,0,0,0,302,176,144404,147431,150000,150000,150000,149698,5416,0
360000,1,2,2,-1,-1,-1,-1,-1,-1,16039,20396,19382,13874,9398,10773,5000,2000,5019,2000,2500,5000,343961,339604,340618,346126,350602,349227,68343,0
170000,1,2,2,-1,-1,-2,-2,-2,-1,5910,0,0,0,0,3001,0,0,0,0,3001,9436,164090,170000,170000,170000,170000,166999,-3526,0
140000,2,4,2,-1,-1,-1,-1,-1,-1,86858,89509,91476,92591,95887,97739,5000,4300,3600,5000,3310,3400,53142,50491,48524,47409,44113,42261,529450,0
90000,2,2,3,-1,-1,-1,-1,-1,-1,25388,26460,26711,27722,28116,28552,1800,1747,1758,1152,1038,1073,64612,63540,63289,62278,61884,61448,154381,0
20000,3,4,3,-1,-1,-1,-1,-1,-1,942,942,9849,3870,6630,1170,942,9849,3870,6700,4780,150,19058,19058,10151,16130,13370,18830,-2888,0
160000,3,2,1,2,2,2,2,-1,-1,132528,135846,136732,101473,100895,103107,7000,5000,0,3770,4000,4000,27472,24154,23268,58527,59105,56893,686811,0
30000,2,4,2,-1,-1,-1,-1,-1,-1,26535,27131,27294,27853,28033,28756,1433,1481,1430,1000,1543,1200,3465,2869,2706,2147,1967,1244,157515,0
300000,2,2,2,1,-2,-2,-1,-1,-1,0,0,0,1000,890,390,0,0,1000,390,390,540,300000,300000,300000,299000,299110,299610,-40,1
80000,2,4,1,2,-1,-1,-1,-1,-1,81228,76590,73327,69760,50642,48690,3400,2800,3038,2000,2000,2000,-1228,3410,6673,10240,29358,31310,384999,1
360000,1,4,2,-1,-1,-1,-1,-1,-1,11358,17580,17416,14789,11800,21831,7079,7000,5000,0,11831,13000,348642,342420,342584,345211,348200,338169,50864,1
460000,1,4,3,-1,-1,-1,-2,-2,-1,6302,31293,0,0,0,18165,31321,0,0,0,18165,2008,453698,428707,460000,460000,460000,441835,4266,0
30000,3,4,3,2,2,-1,2,-1,-1,19830,15915,1736,1170,780,780,0,1736,0,0,0,0,10170,14085,28264,28830,29220,29220,38475,0
80000,2,2,2,-1,-1,-1,-1,-1,-1,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,2000,4206,78000,78000,78000,78000,78000,78000,-2206,1
140000,4,4,1,-1,-1,-1,-1,-1,-1,91485,78704,79449,45514,42155,42812,3009,3411,1523,1352,1526,1505,48515,61296,60551,94486,97845,97188,367793,0
280000,2,2,3,2,-1,-1,-1,-1,-1,644,499,1641,5280,6913,-741,499,1641,5280,6915,0,0,279356,279501,278359,274720,273087,280741,-99,0
300000,2,2,1,-1,-1,-1,-1,-1,-1,30631,14623,9728,28960,26589,18171,1373,1010,42348,0,0,173,269369,285377,290272,271040,273411,281829,83798,0
30000,2,2,1,2,2,2,-1,-1,2,15361,18274,17697,18416,20099,21631,3175,0,1317,2000,2000,0,14639,11726,12303,11584,9901,8369,102986,1
500000,1,2,2,-1,-1,-1,-1,-1,-1,208068,188873,170225,170407,196150,167748,30072,10093,20031,60030,15008,8008,291932,311127,329775,329593,303850,332252,958229,0
180000,2,2,3,-1,-1,-1,-1,-1,2,258662,265416,279551,285045,298652,296036,11056,20000,12000,18000,0,5651,-78662,-85416,-99551,-105045,-118652,-116036,1616655,0
160000,3,2,2,-1,-1,-1,-1,-1,-1,17500,15933,19536,7550,6977,7811,10000,10000,3006,3000,3000,0,142500,144067,140464,152450,153023,152189,46301,0
200000,1,2,3,-2,-2,-2,-2,-2,-2,0,0,2479,0,0,0,0,2479,0,0,0,0,200000,200000,197521,200000,200000,200000,0,0
130000,2,2,2,-1,-1,-1,-1,-1,-1,110434,108740,122873,122870,120373,134146,4100,20000,6000,5000,20000,6000,19566,21260,7127,7130,9627,-4146,658336,0
230000,3,4,2,-1,-1,-2,-2,-2,-1,2380,0,0,0,0,31868,0,0,0,0,31868,13216,227620,230000,230000,230000,230000,198132,-10836,0
230000,1,4,2,-1,-1,-1,-1,-1,-1,3251,4342,2557,4440,4832,6059,4347,2557,4443,4832,6314,7897,226749,225658,227443,225560,225168,223941,-4909,1
60000,3,2,3,-1,-1,-1,-1,-1,-1,316,316,316,316,316,316,316,316,316,316,316,316,59684,59684,59684,59684,59684,59684,0,1
80000,2,2,3,-1,2,2,-1,-1,-1,4166,3908,0,3521,0,14206,0,0,3521,0,14206,7500,75834,76092,80000,76479,80000,65794,574,0
240000,2,2,3,-2,-1,-1,-2,-1,-1,27884,23222,0,0,13143,27383,23610,0,0,13143,27383,21718,212116,216778,240000,240000,226857,212617,5778,0
240000,2,4,2,-1,-1,-1,-1,-1,-1,35380,64013,51380,25438,19376,12889,64013,1651,1705,564,2093,144734,204620,175987,188620,214562,220624,227111,-6284,0
220000,3,2,2,-2,-2,-2,-2,-2,-2,1037,1062,0,0,0,0,1062,0,0,0,0,0,218963,218938,220000,220000,220000,220000,1037,0
50000,2,2,3,-1,-1,-1,-1,-1,-1,10950,5662,6797,7565,9565,11357,1097,1232,1000,2000,2000,4000,39050,44338,43203,42435,40435,38643,40567,1
50000,3,2,3,-1,-1,-1,-1,-1,-1,50562,50906,48888,47037,12187,9962,2000,2009,1180,1000,1000,348,-562,-906,1112,2963,37813,40038,212005,0
50000,2,2,2,-1,-1,-1,-1,-1,-1,588,588,588,926,643,643,588,588,926,643,643,643,49412,49412,49412,49074,49357,49357,-55,0
90000,2,2,2,-2,-2,-2,-2,-2,-2,1330,950,1330,950,950,11786,950,1330,950,950,11786,1250,88670,89050,88670,89050,89050,78214,80,1
80000,2,4,3,-1,-1,-1,2,-1,-1,79812,80717,80366,74782,47767,49278,2854,7014,44,1693,4000,0,188,-717,-366,5218,32233,30722,397117,0
190000,3,2,3,-1,-1,-1,-1,-1,-1,93359,95376,98954,101512,106708,109639,3404,4954,4512,6708,4639,4793,96641,94624,91046,88488,83292,80361,576538,0
210000,1,2,2,-1,-1,-1,-1,-1,-1,157544,160437,129247,119579,120318,107122,7505,7072,4009,8000,10000,12000,52456,49563,80753,90421,89682,102878,745661,0
370000,2,2,3,-1,-1,-1,-1,-1,-1,137250,141167,103000,41200,1109,99723,5927,5000,41200,1109,99723,5000,232750,228833,267000,328800,368891,270277,365490,0
80000,2,2,3,1,2,2,2,2,2,53916,52462,55327,56804,57469,58505,0,4327,3000,2200,2100,0,26084,27538,24673,23196,22531,21495,322856,1
220000,2,2,2,-1,-1,-1,-1,-1,-1,28853,29145,27171,22067,17831,15671,2000,4000,1420,2000,3000,30789,191147,190855,192829,197933,202169,204329,97529,0
230000,2,2,3,-1,-1,-1,-1,-1,-1,899,1000,1685,3207,1941,329,1000,1685,3207,0,329,2208,229101,229000,228315,226793,228059,229671,632,0
200000,2,2,2,-1,-1,-1,-1,-1,-1,13145,15549,21375,9312,23958,10825,15571,21488,9312,23958,10825,10773,186855,184451,178625,190688,176042,189175,2237,0
400000,1,4,2,-1,-1,-1,-1,-1,-1,5974,2600,110958,164959,130737,128312,2600,110958,110000,20000,58312,9031,394026,397400,289042,235041,269263,271688,232639,0
80000,2,4,3,-1,-1,-1,-1,-1,-1,22771,17047,11885,8254,5144,15365,1239,1435,1350,5144,15365,2250,57229,62953,68115,71746,74856,64635,53683,0
360000,2,2,2,-1,-1,-1,-1,-1,-1,16557,18369,20067,48307,12918,12375,3000,2000,29079,1066,1000,1000,343443,341631,339933,311693,347082,347625,91448,0
310000,1,4,2,-1,-1,-1,-1,-1,-1,308105,303679,278488,256962,262381,278117,13088,9834,9500,9700,20200,11000,1895,6321,31512,53038,47619,31883,1614410,1
150000,1,4,1,-1,-1,-1,-1,-1,-1,80299,81963,84641,86330,88885,97402,3000,4000,4000,4000,10000,4000,69701,68037,65359,63670,61115,52598,490520,0
80000,2,4,2,-1,-1,-1,-1,-1,-1,90562,85919,83023,79031,41149,30244,3340,2000,83731,2000,2000,1000,-10562,-5919,-3023,969,38851,49756,315857,0
40000,2,2,2,2,2,2,2,2,2,14408,15370,16320,16456,16492,16086,1500,1500,700,600,0,1600,25592,24630,23680,23544,23508,23914,89232,1
320000,1,4,2,-1,-1,-1,-1,-1,-1,2419,3193,5127,6871,7751,8623,2000,2000,2000,1000,1000,1000,317581,316807,314873,313129,312249,311377,24984,0
170000,2,4,2,-1,-1,-1,-1,-1,-1,153123,151050,148362,142223,126060,123978,7000,6000,5012,5000,5000,5000,16877,18950,21638,27777,43940,46022,811784,0
80000,2,4,2,-1,-1,-1,-1,-1,-1,23347,29927,53599,52038,53175,55751,10000,24369,2500,2500,5000,2700,56653,50073,26401,27962,26825,24249,220768,0
420000,1,2,2,2,-1,-1,-1,-1,-1,8117,20837,21610,10654,4427,1800,20837,1118,10658,6341,0,3,411883,399163,398390,409346,415573,418200,28488,0
170000,2,2,3,-1,-1,-1,-1,-1,-1,169625,169944,169829,162988,125969,127643,6081,6336,5205,4452,4592,4677,375,56,171,7012,44031,42357,894655,0
